Equipment_id,Timestamp,Engine_temp,oil_pressure,Hydraulic_pressure,Operating_hours,Vibrations,Tool_wear,Fuel_rate,Ambient_temp,Terrain_type,Failure_event
FCVP62,2024-12-01,644,2.178557643,308.3,1379,48,181,3.506100743,298.3,"""sandy_wet""",1
FCVP63,2024-12-01,801,4.165308131,308.3,1473,39.9,184,2.003887133,298.4,"""alluvial""",1
FCVP64,2024-12-01,544,2.835300054,308.3,1422,42.7,186,4.936852212,298.4,"""alluvial""",0
FCVP65,2024-12-01,775,4.190953102,308.2,1463,37.6,188,7.745768318,298.4,"""plain""",1
FCVP66,2024-12-01,965,3.033358697,308.2,1584,41,191,2.278427726,298.4,"""rocky""",0
FCVP67,2024-12-01,970,4.474405433,308.2,1850,27,194,4.268880965,298.4,"""rocky""",1
FCVP68,2024-12-01,692,3.90012117,308.2,1528,36.2,196,7.049257954,298.4,"""sandy""",1
FCVP69,2024-12-01,600,4.978815317,308.2,1987,19.8,198,5.478032067,298.4,"""plain""",0
FCVP70,2024-12-01,598,1.1663033,308.1,1495,46,203,8.209485195,298.4,"""mixed""",1
FCVP71,2024-12-01,1694,3.772280912,308.2,1478,43.5,206,11.07112555,298.4,"""mixed""",0
FCVP72,2024-12-01,719,3.774826185,308.2,1499,40,211,4.936960388,298.4,"""marshy""",0
FCVP73,2024-12-01,843,2.440784782,308.2,1471,47,214,6.3659421,298.4,"""plain""",1
FCVP74,2024-12-01,1121,3.823508155,308.2,1282,60.7,216,6.00338822,298.4,"""sandy-wet""",1
FCVP75,2024-12-01,501,2.99477498,308.1,1412,52.3,218,4.47831813,298.3,"""alluvial""",0
FCVP76,2024-12-01,779,3.740722614,308.1,1586,35.5,0,7.808329661,298.3,"""marshy""",1
FCVP77,2024-12-01,861,2.506005539,308.2,1468,43.8,2,6.829980847,298.4,"""plain""",0
FCVP78,2024-12-01,780,2.86783303,308.3,1440,43.6,5,4.770536201,298.5,"""paved""",0
FCVP79,2024-12-01,623,2.195767764,308.4,1733,26,8,4.46618155,298.5,"""paved""",0
FCVP80,2024-12-01,808,1.991122417,308.2,1612,32.6,10,6.125850519,298.4,"""sandy_wet""",0
FCVP81,2024-12-01,1074,3.737906137,308.3,1458,42.9,15,10.96807602,298.4,"""sandy_wet""",1
FCVP82,2024-12-01,740,3.056827535,308.3,1433,62.3,20,3.683837544,298.4,"""alluvial""",1
FCVP83,2024-12-01,800,2.841431392,308.3,1318,59.1,22,6.841369399,298.4,"""alluvial""",1
FCVP84,2024-12-01,763,2.526961993,308.2,1610,35,24,4.759057395,298.4,"""plain""",0
FCVP85,2024-12-01,735,3.600737521,308.1,1462,50.8,27,1.753670802,298.2,"""plain""",0
FCVP86,2024-12-01,474,2.372313395,308,1924,20.8,29,9.212597586,298.1,"""mixed""",1
FCVP87,2024-12-01,666,3.309324648,308,1591,33.7,32,5.17202472,298.2,"""marshy""",1
FCVP88,2024-12-01,858,2.740992298,308.1,1306,58.3,35,12.21937836,298.2,"""paved""",0
FCVP89,2024-12-01,819,1.964465891,308.1,1382,43.5,37,8.280937231,298.2,"""sandy_wet""",1
FCVP90,2024-12-01,399,1.616966609,308.1,1618,34.7,39,12.08420404,298.2,"""alluvial""",1
FCVP91,2024-12-01,1030,3.215202878,308.2,1988,21.4,41,7.902835964,298.2,,1
FCVP92,2024-12-01,620,2.490412021,308.2,1436,50.2,43,3.33418469,298.2,"""rocky""",0
FCVP93,2024-12-01,1459,2.993030147,308.3,1304,49.8,45,14.86966956,298.2,"""rocky""",1
FCVP94,2024-12-01,913,3.579091873,308.3,1475,49.9,47,3.160604993,298.2,"""sandy""",1
FCVP95,2024-12-01,593,2.362149622,308.3,1824,24.2,49,6.135191403,298.2,"""plain""",1
FCVP96,2024-12-01,391,2.073258636,308.2,1342,48.1,54,10.82307721,298.1,"""mixed""",1
FCVP97,2024-12-01,718,5.350954462,308.2,1485,40.7,57,2.938806158,298.1,"""mixed""",1
FCVP98,2024-12-01,626,4.040809654,308.2,1667,30.6,59,6.296280956,298.2,"""marshy""",0
FCVP99,2024-12-01,1058,0.57937415,308.2,1446,38.2,61,5.740930511,298.2,"""plain""",0
FCVP100,2024-12-01,805,2.266602917,308.3,1301,56,63,6.697597147,298.1,"""sandy-wet""",1
FCVP101,2024-12-01,794,5.060360314,308.4,1379,43.1,65,8.134557547,298.2,"""alluvial""",1
FCVP102,2024-12-01,963,2.70588335,308.5,1606,33.6,67,7.155380363,298.3,"""marshy""",0
FCVP103,2024-12-01,895,3.787666275,308.4,1539,43.4,69,5.626424687,298.3,"""plain""",0
FCVP104,2024-12-01,562,3.76044811,308.4,1477,49.9,72,8.619020303,298.2,"""paved""",1
FCVP105,2024-12-01,924,3.503636823,308.4,1666,34.6,74,8.331432367,298.2,"""paved""",0
FCVP106,2024-12-01,535,3.749576817,308.4,1398,51.8,76,4.412681253,298.2,"""sandy_wet""",0
FCVP107,2024-12-01,636,4.035666015,308.4,1678,34.6,81,6.981595773,298.2,"""sandy_wet""",1
FCVP108,2024-12-01,896,2.687259217,308.5,2678,10.7,86,5.106726664,298.2,"""alluvial""",1
FCVP109,2024-12-01,1256,2.307970944,308.5,1453,42.9,89,5.620646088,298.3,"""alluvial""",0
FCVP110,2024-12-01,1334,3.877046868,308.6,1432,49.5,91,6.62564613,298.3,"""plain""",0
FCVP111,2024-12-01,911,5.064813888,308.6,1527,40.9,96,7.939205502,298.4,"""rocky""",1
FCVP112,2024-12-01,1435,2.623801722,308.7,1588,35,99,8.572543197,298.4,"""rocky""",0
FCVP113,2024-12-01,761,3.419064964,308.6,1433,47.1,101,5.35965649,298.4,"""sandy""",1
FCVP114,2024-12-01,1366,4.149745828,308.6,1609,35,103,5.54838358,298.4,"""plain""",1
FCVP115,2024-12-01,552,3.913291816,308.5,1575,41.2,105,4.786406401,298.3,"""mixed""",1
FCVP116,2024-12-01,701,3.072903006,308.5,1636,35.7,107,2.875460079,298.4,"""mixed""",0
FCVP117,2024-12-01,710,4.28783806,308.5,1490,37.9,110,16.16594997,298.4,"""marshy""",1
FCFLA01,2024-12-01,881,4.508584397,308.5,1741,32.8,112,1.823706738,298.4,"""plain""",0
FCFLA02,2024-12-01,388,2.959983992,308.6,1344,53,114,12.82881802,298.5,"""sandy-wet""",1
FCFLA03,2024-12-01,737,4.621479399,308.7,1609,35.3,117,5.908824889,298.5,"""alluvial""",1
FCFLA04,2024-12-01,669,4.916708538,308.7,1421,60.7,119,3.812912441,298.4,"""marshy""",0
FCFLA05,2024-12-01,663,2.244654644,308.6,1591,36.7,122,2.923399719,298.4,"""plain""",1
FCFLA06,2024-12-01,1033,3.229125825,308.6,1477,44,124,6.051614999,298.4,"""paved""",1
FCFLA07,2024-12-01,544,2.04929961,308.7,1523,36.1,126,4.292368074,298.4,"""paved""",1
FCFLA08,2024-12-01,502,4.450185373,308.7,1575,33.9,128,5.187412552,298.5,"""sandy_wet""",1
FCFLA09,2024-12-01,1000,3.296396721,308.7,1344,52.9,130,3.809594953,298.4,"""sandy_wet""",1
FCFLA10,2024-12-01,1154,3.319094211,308.7,1386,44.9,135,1.999086201,298.4,"""alluvial""",0
FCFLA11,2024-12-01,801,3.223139318,308.6,1589,37.1,137,10.62407743,298.3,"""alluvial""",1
FCFLA12,2024-12-01,665,3.76645578,308.6,1548,40.3,140,4.99443944,298.3,"""plain""",1
FCFLA13,2024-12-01,963,1.860025498,308.6,1499,38.3,142,4.713369672,298.3,"""plain""",0
FCFLA14,2024-12-01,582,4.331407503,308.5,1664,31.6,144,10.29785707,298.3,"""mixed""",0
FCFLA15,2024-12-01,481,3.967326699,308.6,1447,38.1,146,8.721202436,298.3,"""marshy""",1
FCFLA16,2024-12-01,537,4.349171427,308.5,1434,46.2,148,5.235084955,298.3,"""paved""",1
FCFLA17,2024-12-01,904,1.58635918,308.5,1416,52.7,151,7.532629711,298.3,"""sandy_wet""",1
FCFLA18,2024-12-01,739,3.450818081,308.5,1827,24.3,153,6.902708899,298.4,"""alluvial""",1
FCFLA19,2024-12-01,1331,4.214476826,308.6,1304,45,158,3.231521189,298.4,"""rocky""",0
FCFLA20,2024-12-01,536,3.908921658,308.6,1569,34.4,160,7.415393795,298.4,"""rocky""",1
FCFLA21,2024-12-01,512,2.503028123,308.6,1584,29.3,162,6.384516498,298.3,"""sandy""",0
FCFLA22,2024-12-01,1046,1.699897976,308.5,1362,53.8,164,5.904739463,298.3,"""plain""",1
FCFLA23,2024-12-01,630,4.211055499,308.4,1329,49.2,166,7.043989472,298.3,"""mixed""",1
FCFLA24,2024-12-01,530,4.601008641,308.5,1539,36.1,168,7.371770259,298.3,"""mixed""",1
FCFLA25,2024-12-01,709,2.809189491,308.5,1629,37.1,170,7.388941976,298.3,"""marshy""",1
FCFLA26,2024-12-01,501,2.877292426,308.5,1538,32.2,173,6.562203857,298.3,"""plain""",1
FCFLA27,2024-12-01,1286,5.123405337,308.6,1570,34.8,175,3.826147648,298.3,"""sandy-wet""",1
FCFLA28,2024-12-01,524,3.223531922,308.4,1408,43.1,177,8.185101829,298.3,"""alluvial""",1
FCFLA29,2024-12-01,980,3.534892935,308.4,1424,47.6,179,9.049000477,298.2,"""marshy""",0
FCFLA30,2024-12-01,571,3.562234894,308.4,1512,34.9,181,7.634627697,298.2,"""plain""",1
FCFLA31,2024-12-01,541,3.106032156,308.4,1478,42.9,183,6.35737297,298.2,"""paved""",1
FCFLA32,2024-12-01,422,2.800016094,308.3,1680,33.7,185,9.509489124,298.1,"""paved""",1
FCFLA33,2024-12-01,430,2.204474841,308.3,1495,38.7,188,5.465012499,298.1,"""sandy_wet""",1
FCFLA34,2024-12-01,778,1.816552073,308.1,1552,36.6,190,3.484873143,298,"""sandy_wet""",0
FCFLA35,2024-12-01,861,2.800656627,308.1,1393,50.3,193,4.493413967,297.9,"""alluvial""",1
FCFLA36,2024-12-01,801,4.844748811,308.2,1611,30.6,195,5.800132136,298,"""alluvial""",1
FCFLA37,2024-12-01,588,2.279882569,308.1,1339,51.6,197,6.519157307,298,"""plain""",0
FCFLA38,2024-12-01,709,2.041255051,308.1,1777,24.3,200,5.204610104,298,"""rocky""",1
FCFLA39,2024-12-01,1161,3.917831065,308.2,1348,58.8,202,4.313888583,298,"""rocky""",1
FCFLA40,2024-12-01,1509,2.019219865,308.2,1442,44.1,204,5.066364734,298,"""sandy""",1
FCFLA41,2024-12-01,805,2.360811182,308.2,1395,49.1,206,3.327082866,298,"""plain""",0
FCFLA42,2024-12-01,655,4.155320261,308.1,1627,31.4,209,8.471903672,297.9,"""mixed""",1
FCFLA43,2024-12-01,517,2.689715155,308.1,1585,33.5,212,5.210714194,297.9,"""mixed""",0
FCFLA44,2024-12-01,591,4.028301931,308.2,1469,45.5,214,4.070511474,298,"""marshy""",1
FCFLA45,2024-12-01,696,1.821536839,308.3,1362,56.8,216,6.976635097,298,"""plain""",0
FCFLA46,2024-12-01,780,2.594671525,308.3,1405,56.2,218,5.25603517,298,"""sandy-wet""",0
FCFLA47,2024-12-01,866,3.591858552,308.3,1662,32.7,0,5.766891163,298,"""alluvial""",0
FCFLA48,2024-12-01,749,3.658544748,308.2,1466,42.6,2,6.224741423,298,"""marshy""",0
FCFLA49,2024-12-01,1040,2.405620624,308.2,1620,35.8,5,4.027048735,298,"""plain""",0
FCFLA50,2024-12-01,1327,5.087356467,308.2,1357,48.2,7,5.781094109,298,"""paved""",0
FCFLA51,2024-12-01,482,2.147541959,308.2,1514,37.9,9,6.791549905,298,"""paved""",0
FCFLA52,2024-12-01,1128,3.071798151,308.2,1489,40.4,11,8.674373081,298,"""sandy_wet""",1
FCFLA53,2024-12-01,823,3.139223334,308.3,1331,63,13,10.61133234,298.1,"""sandy_wet""",1
FCFLA54,2024-12-01,481,4.00227243,308,1615,29.5,15,6.414769892,298,"""alluvial""",0
FCFLA55,2024-12-01,715,3.391693931,308.2,1482,37.9,17,6.977153879,298.1,"""alluvial""",0
FCFLA56,2024-12-01,777,2.878184831,308.2,1420,63.9,19,5.310217663,298.1,"""plain""",0
